순번,취업일자,연령,장애유형,중증여부,근무지역,취업직종대분류
25226,2022-01-01,19,지적장애,중증,경북 예천군,건설·채굴직
25227,2022-03-14,47,지체장애,경증,경북 구미시,청소 및 기타 개인서비스직
25228,2022-03-01,59,뇌병변장애,경증,경북 구미시,청소 및 기타 개인서비스직
25229,2022-03-02,23,지적장애,중증,경북 구미시,청소 및 기타 개인서비스직
25230,2022-01-07,22,지적장애,중증,경북 구미시,예술·디자인·방송직
25231,2022-01-01,30,지적장애,중증,경북 구미시,청소 및 기타 개인서비스직
25232,2022-01-01,62,시각장애,중증,경북 구미시,건설·채굴직
25233,2022-03-16,33,지적장애,중증,경북 김천시,건설·채굴직
25234,2022-03-16,50,지체장애,경증,경북 김천시,경영·행정·사무직
25235,2022-04-01,67,지체장애,중증,경북 상주시,청소 및 기타 개인서비스직
25236,2022-03-01,22,지적장애,중증,경북 상주시,청소 및 기타 개인서비스직
25237,2022-03-01,26,지적장애,중증,경북 상주시,청소 및 기타 개인서비스직
25238,2022-01-01,23,지적장애,중증,경북 상주시,예술·디자인·방송직
25239,2022-01-01,52,시각장애,경증,경북 영덕군,청소 및 기타 개인서비스직
25240,2022-01-01,61,지체장애,경증,경북 영덕군,경영·행정·사무직
25241,2022-01-01,59,지체장애,경증,경북 영덕군,경영·행정·사무직
25242,2022-01-24,23,지적장애,중증,경북 안동시,청소 및 기타 개인서비스직
25243,2022-01-24,23,지적장애,중증,경북 안동시,청소 및 기타 개인서비스직
25244,2022-02-03,45,지체장애,경증,경북 안동시,청소 및 기타 개인서비스직
25245,2022-03-01,26,시각장애,경증,경북 청송군,경영·행정·사무직
25246,2022-01-01,26,지적장애,중증,경북 영양군,경영·행정·사무직
25247,2022-02-04,37,지적장애,중증,경북 의성군,예술·디자인·방송직
25248,2022-04-01,19,지적장애,중증,경북 영천시,경영·행정·사무직
25249,2022-01-01,51,시각장애,경증,경북 구미시,경영·행정·사무직
25250,2022-01-01,59,지체장애,중증,경북 구미시,경영·행정·사무직
25251,2022-01-01,62,뇌병변장애,중증,경북 구미시,경영·행정·사무직
25252,2022-07-04,61,청각장애,경증,경북 구미시,경영·행정·사무직
25253,2022-01-01,60,지체장애,경증,경북 구미시,청소 및 기타 개인서비스직
25254,2022-01-01,34,지체장애,경증,경북 구미시,경영·행정·사무직
25255,2022-01-01,53,지체장애,경증,경북 구미시,청소 및 기타 개인서비스직
25256,2022-01-03,44,지체장애,경증,경북 구미시,경영·행정·사무직
25257,2022-04-11,43,지체장애,중증,경북 구미시,경영·행정·사무직
25258,2022-01-01,40,지체장애,경증,경북 구미시,경영·행정·사무직
25259,2022-01-01,63,지체장애,경증,경북 구미시,청소 및 기타 개인서비스직
25260,2022-01-01,40,지체장애,경증,경북 구미시,청소 및 기타 개인서비스직
25261,2022-01-01,55,청각장애,경증,경북 구미시,경영·행정·사무직
25262,2022-01-01,62,간장애,경증,경북 구미시,청소 및 기타 개인서비스직
25263,2022-01-01,57,지체장애,경증,경북 구미시,경영·행정·사무직
25264,2022-01-01,59,지체장애,경증,경북 구미시,청소 및 기타 개인서비스직
25265,2022-03-14,37,지적장애,중증,경북 김천시,청소 및 기타 개인서비스직
25266,2022-03-17,49,지체장애,경증,경기 김포시,경영·행정·사무직
25267,2022-01-03,37,심장장애,중증,전남 목포시,경영·행정·사무직
25268,2022-01-03,67,지체장애,경증,광주 남구,관리직(임원·부서장)
25269,2022-01-03,61,지체장애,경증,광주 남구,관리직(임원·부서장)
25270,2022-03-10,18,지적장애,중증,전남 목포시,경영·행정·사무직
25271,2022-03-10,18,지적장애,중증,전남 목포시,경영·행정·사무직
25272,2022-03-01,23,지적장애,중증,전남 무안군,청소 및 기타 개인서비스직
25273,2022-03-01,22,지적장애,중증,전남 무안군,예술·디자인·방송직
25274,2022-05-01,23,지적장애,중증,광주 서구,청소 및 기타 개인서비스직
25275,2022-03-10,17,지적장애,중증,전남 무안군,경영·행정·사무직
25276,2022-05-01,21,지적장애,중증,광주 광산구,청소 및 기타 개인서비스직
25277,2022-02-14,49,시각장애,경증,전남 곡성군,경영·행정·사무직
25278,2022-03-10,18,지적장애,중증,전남 신안군,경영·행정·사무직
25279,2022-01-01,55,지체장애,경증,전남 장성군,경영·행정·사무직
25280,2022-01-01,41,지체장애,중증,전남 장성군,경영·행정·사무직
25281,2022-08-22,29,정신장애,중증,전남 해남군,경영·행정·사무직
25282,2022-03-01,23,자폐성장애,중증,전남 완도군,청소 및 기타 개인서비스직
25283,2022-03-10,18,지적장애,중증,전남 영광군,청소 및 기타 개인서비스직
25284,2022-03-10,19,지적장애,중증,전남 영광군,청소 및 기타 개인서비스직
25285,2022-03-01,22,지적장애,중증,전남 영광군,청소 및 기타 개인서비스직
25286,2022-03-10,19,지적장애,중증,전남 장성군,음식 서비스직
25287,2022-03-10,18,신장장애,중증,전남 장성군,음식 서비스직
25288,2022-03-01,21,지적장애,중증,전남 진도군,청소 및 기타 개인서비스직
25289,2022-11-01,18,지적장애,중증,충남 천안시 동남구,예술·디자인·방송직
25290,2022-05-01,19,지적장애,중증,충남 천안시 동남구,경영·행정·사무직
25291,2022-05-01,21,지적장애,중증,충남 천안시 동남구,경영·행정·사무직
25292,2022-11-01,22,자폐성장애,중증,충남 천안시 동남구,예술·디자인·방송직
25293,2022-08-01,19,지적장애,중증,충남 천안시 서북구,경영·행정·사무직
25294,2022-03-10,18,지적장애,중증,전남 곡성군,청소 및 기타 개인서비스직
25295,2022-03-10,18,지적장애,중증,전남 곡성군,청소 및 기타 개인서비스직
25296,2022-03-01,24,지적장애,중증,전남 곡성군,청소 및 기타 개인서비스직
25297,2022-03-01,22,뇌병변장애,중증,전남 곡성군,청소 및 기타 개인서비스직
25298,2022-03-01,22,지적장애,중증,전남 담양군,청소 및 기타 개인서비스직
25299,2022-03-01,21,자폐성장애,중증,전남 광양시,예술·디자인·방송직
25300,2022-03-10,19,지적장애,중증,전남 담양군,청소 및 기타 개인서비스직
25301,2022-03-01,22,지적장애,중증,전남 화순군,청소 및 기타 개인서비스직
25302,2022-03-10,18,지적장애,중증,전남 화순군,청소 및 기타 개인서비스직
25303,2022-03-10,18,지적장애,중증,전남 화순군,청소 및 기타 개인서비스직
25304,2022-03-10,18,지적장애,중증,전남 화순군,청소 및 기타 개인서비스직
25305,2022-03-10,18,지적장애,중증,전남 화순군,청소 및 기타 개인서비스직
25306,2022-03-01,19,지적장애,중증,전남 순천시,청소 및 기타 개인서비스직
25307,2022-08-01,20,지적장애,중증,충남 공주시,청소 및 기타 개인서비스직
25308,2022-08-01,20,지적장애,중증,충남 공주시,청소 및 기타 개인서비스직
25309,2022-03-01,20,지적장애,중증,전남 나주시,청소 및 기타 개인서비스직
25310,2022-03-01,19,자폐성장애,중증,전남 나주시,청소 및 기타 개인서비스직
25311,2022-03-01,24,지적장애,중증,전남 순천시,예술·디자인·방송직
25312,2022-09-01,28,지적장애,중증,인천 연수구,청소 및 기타 개인서비스직
25313,2022-03-10,18,지적장애,중증,전남 광양시,음식 서비스직
25314,2022-03-10,18,자폐성장애,중증,전남 광양시,음식 서비스직
25315,2022-03-10,18,지적장애,중증,전남 광양시,음식 서비스직
25316,2022-03-10,19,지적장애,중증,전남 광양시,음식 서비스직
25317,2022-11-01,18,지적장애,중증,충남 천안시 서북구,교육직
25318,2022-04-01,18,지적장애,중증,전남 나주시,청소 및 기타 개인서비스직
25319,2022-03-01,21,지적장애,중증,전남 함평군,경영·행정·사무직
25320,2022-03-01,21,지적장애,중증,전남 광양시,청소 및 기타 개인서비스직
25321,2022-03-10,19,지적장애,중증,전남 광양시,청소 및 기타 개인서비스직
25322,2022-03-01,19,지적장애,중증,전남 광양시,예술·디자인·방송직
25323,2022-03-01,25,지적장애,중증,전남 영암군,청소 및 기타 개인서비스직
25324,2022-03-10,19,지적장애,중증,전남 영암군,교육직
25325,2022-04-01,18,지적장애,중증,전남 보성군,교육직
25326,2022-03-01,21,지적장애,중증,전남 고흥군,음식 서비스직
25327,2022-11-01,18,지적장애,중증,충남 부여군,경영·행정·사무직
25328,2022-03-01,22,지적장애,중증,전남 강진군,청소 및 기타 개인서비스직
25329,2022-03-01,22,지적장애,중증,전남 장흥군,경영·행정·사무직
25330,2022-03-10,23,청각장애,중증,전남 여수시,청소 및 기타 개인서비스직
25331,2022-03-10,18,지적장애,중증,전남 여수시,청소 및 기타 개인서비스직
25332,2022-03-10,18,지적장애,중증,전남 여수시,청소 및 기타 개인서비스직
25333,2022-03-10,19,지적장애,중증,전남 여수시,청소 및 기타 개인서비스직
25334,2022-03-10,19,지적장애,중증,전남 장흥군,청소 및 기타 개인서비스직
25335,2022-03-01,23,지적장애,중증,전남 목포시,경영·행정·사무직
25336,2022-04-01,20,지적장애,중증,전남 목포시,청소 및 기타 개인서비스직
25337,2022-03-01,23,지적장애,중증,전남 화순군,경영·행정·사무직
25338,2022-03-01,22,지적장애,중증,전남 여수시,예술·디자인·방송직
25339,2022-05-02,64,지체장애,경증,전남 목포시,청소 및 기타 개인서비스직
25340,2022-01-03,58,지체장애,중증,광주 광산구,청소 및 기타 개인서비스직
25341,2022-03-10,62,지체장애,경증,충남 서천군,청소 및 기타 개인서비스직
25342,2022-03-02,57,지체장애,경증,인천 남동구,경호·경비직
25343,2022-02-07,30,뇌전증장애,경증,전남 순천시,경영·행정·사무직
25344,2022-09-19,37,심장장애,중증,전남 나주시,경영·행정·사무직
25345,2022-01-03,28,지체장애,경증,광주 북구,관리직(임원·부서장)
25346,2022-05-01,43,지적장애,중증,광주 남구,청소 및 기타 개인서비스직
25347,2022-05-01,34,지적장애,중증,광주 북구,청소 및 기타 개인서비스직
25348,2022-11-10,28,지적장애,중증,대전 동구,청소 및 기타 개인서비스직
25349,2022-11-10,19,지적장애,중증,대전 동구,청소 및 기타 개인서비스직
25350,2022-10-11,61,지체장애,경증,경북 포항시 남구,예술·디자인·방송직
25351,2022-03-01,52,뇌병변장애,경증,경북 포항시 남구,건설·채굴직
25352,2022-01-01,23,지적장애,중증,경북 포항시 북구,청소 및 기타 개인서비스직
25353,2022-01-01,26,지적장애,중증,경북 포항시 북구,건설·채굴직
25354,2022-01-03,47,정신장애,중증,경북 포항시 북구,경호·경비직
25355,2022-02-01,22,시각장애,경증,경북 포항시 북구,경영·행정·사무직
25356,2022-03-21,58,지체장애,경증,경기 수원시 장안구,섬유·의복 생산직
25357,2022-12-12,22,장루요루장애,경증,전북 완주군,경영·행정·사무직
25358,2022-09-19,70,뇌병변장애,경증,전북 완주군,경영·행정·사무직
25359,2022-11-10,20,지적장애,중증,대전 중구,청소 및 기타 개인서비스직
25360,2022-11-10,23,지적장애,중증,대전 중구,예술·디자인·방송직
25361,2022-01-01,25,자폐성장애,중증,경북 포항시,청소 및 기타 개인서비스직
25362,2022-05-12,21,지적장애,중증,대전 중구,청소 및 기타 개인서비스직
25363,2022-11-10,20,지적장애,중증,대전 중구,음식 서비스직
25364,2022-05-12,67,지체장애,경증,대전 서구,청소 및 기타 개인서비스직
25365,2022-11-10,21,지적장애,중증,대전 서구,음식 서비스직
25366,2022-11-10,19,자폐성장애,중증,대전 서구,음식 서비스직
25367,2022-05-12,31,지적장애,중증,대전 서구,청소 및 기타 개인서비스직
25368,2022-09-05,69,지체장애,경증,경기 평택시,청소 및 기타 개인서비스직
25369,2022-05-12,22,지적장애,중증,대전 서구,음식 서비스직
25370,2022-11-10,20,지적장애,중증,대전 서구,청소 및 기타 개인서비스직
25371,2022-05-23,45,청각장애,경증,경남 양산시,경영·행정·사무직
25372,2022-07-12,24,지적장애,중증,충남 홍성군,경영·행정·사무직
25373,2022-07-14,51,지체장애,경증,대전 중구,경영·행정·사무직
25374,2022-07-01,27,지체장애,경증,충남 서산시,경영·행정·사무직
25375,2022-11-10,34,자폐성장애,중증,대전 유성구,음식 서비스직
25376,2022-07-07,60,지체장애,경증,충남 공주시,경호·경비직
25377,2022-01-03,25,정신장애,중증,충남 천안시,경영·행정·사무직
25378,2022-01-10,45,지체장애,경증,충남 당진시,경영·행정·사무직
25379,2022-01-03,57,지체장애,경증,충남 당진시,경영·행정·사무직
25380,2022-05-12,59,신장장애,중증,대전 유성구,청소 및 기타 개인서비스직
25381,2022-11-10,21,지적장애,중증,대전 유성구,경영·행정·사무직
25382,2022-05-12,44,지체장애,중증,대전 유성구,청소 및 기타 개인서비스직
25383,2022-09-01,63,지체장애,경증,울산 남구,청소 및 기타 개인서비스직
25384,2022-09-01,49,지적장애,중증,대전 대덕구,경영·행정·사무직
25385,2022-09-01,24,지적장애,중증,대전 대덕구,경영·행정·사무직
25386,2022-09-01,52,신장장애,경증,충남 당진시,운전·운송직
25387,2022-09-19,51,청각장애,경증,충남 당진시,운전·운송직
25388,2022-09-14,51,지체장애,경증,충남 천안시 동남구,청소 및 기타 개인서비스직
25389,2022-08-02,19,뇌병변장애,경증,충남 천안시 동남구,청소 및 기타 개인서비스직
25390,2022-08-02,58,지체장애,경증,충남 천안시 동남구,청소 및 기타 개인서비스직
25391,2022-11-10,20,지적장애,중증,대전 대덕구,청소 및 기타 개인서비스직
25392,2022-11-10,21,지적장애,중증,대전 대덕구,청소 및 기타 개인서비스직
25393,2022-09-01,68,지체장애,경증,울산 중구,청소 및 기타 개인서비스직
25394,2022-03-01,47,지체장애,경증,울산 남구,경영·행정·사무직
25395,2022-03-01,50,지체장애,중증,울산 울주군,경영·행정·사무직
25396,2022-03-01,47,신장장애,경증,울산 남구,경영·행정·사무직
25397,2022-01-01,76,지체장애,경증,울산 중구,청소 및 기타 개인서비스직
25398,2022-01-01,67,지체장애,경증,충남 아산시,청소 및 기타 개인서비스직
25399,2022-03-01,60,지체장애,경증,충남 아산시,청소 및 기타 개인서비스직
25400,2022-01-01,76,국가유공,경증,울산 중구,청소 및 기타 개인서비스직
25401,2022-03-01,19,지적장애,중증,충남 예산군,경영·행정·사무직
25402,2022-03-01,45,지체장애,경증,울산 중구,경영·행정·사무직
25403,2022-03-01,42,시각장애,경증,울산 북구,경영·행정·사무직
25404,2022-03-01,34,뇌병변장애,경증,울산 북구,경영·행정·사무직
25405,2022-01-01,77,지체장애,경증,울산 중구,청소 및 기타 개인서비스직
25406,2022-03-01,32,뇌병변장애,경증,울산 북구,경영·행정·사무직
25407,2022-11-01,18,지적장애,중증,충남 예산군,예술·디자인·방송직
25408,2022-03-01,39,지적장애,중증,충남 당진시,청소 및 기타 개인서비스직
25409,2022-01-01,62,청각장애,경증,울산 울주군,청소 및 기타 개인서비스직
25410,2022-11-03,19,언어장애,경증,충남 당진시,예술·디자인·방송직
25411,2022-05-01,57,지체장애,경증,울산 울주군,청소 및 기타 개인서비스직
25412,2022-07-08,48,지체장애,경증,경남 양산시,운전·운송직
25413,2022-01-01,79,지체장애,중증,울산 울주군,청소 및 기타 개인서비스직
25414,2022-03-01,53,지체장애,중증,울산 울주군,경영·행정·사무직
25415,2022-04-05,63,지체장애,경증,경남 양산시,경영·행정·사무직
25416,2022-05-01,20,지적장애,중증,충남 청양군,예술·디자인·방송직
25417,2022-11-01,18,지적장애,중증,충남 홍성군,교육직
25418,2022-06-16,55,지체장애,경증,경남 김해시,경영·행정·사무직
25419,2022-03-10,51,지체장애,경증,울산 남구,경영·행정·사무직
25420,2022-12-07,52,지체장애,경증,경북 경주시,경영·행정·사무직
25421,2022-07-18,45,청각장애,경증,전북 완주군,청소 및 기타 개인서비스직
25422,2022-02-01,19,지적장애,중증,충남 홍성군,경영·행정·사무직
25423,2022-03-01,49,정신장애,중증,경북 경주시,청소 및 기타 개인서비스직
25424,2022-03-01,56,지체장애,경증,경북 경주시,청소 및 기타 개인서비스직
25425,2022-01-01,23,지적장애,중증,경북 경주시,예술·디자인·방송직
25426,2022-01-01,20,간장애,경증,경북 경주시,경영·행정·사무직
25427,2022-04-01,21,자폐성장애,중증,경북 경주시,청소 및 기타 개인서비스직
25428,2022-03-07,19,지적장애,중증,경북 경주시,경영·행정·사무직
25429,2022-03-07,19,지적장애,중증,경북 경주시,경영·행정·사무직
25430,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25431,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25432,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25433,2022-03-07,20,지적장애,중증,경북 경주시,경영·행정·사무직
25434,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25435,2022-03-07,19,지적장애,중증,경북 경주시,경영·행정·사무직
25436,2022-03-07,20,지적장애,중증,경북 경주시,경영·행정·사무직
25437,2022-03-07,20,지적장애,중증,경북 경주시,경영·행정·사무직
25438,2022-03-07,20,지적장애,중증,경북 경주시,경영·행정·사무직
25439,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25440,2022-03-07,21,뇌병변장애,경증,경북 경주시,경영·행정·사무직
25441,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25442,2022-03-07,26,뇌병변장애,중증,경북 경주시,경영·행정·사무직
25443,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25444,2022-03-07,20,자폐성장애,중증,경북 경주시,경영·행정·사무직
25445,2022-03-07,20,지적장애,중증,경북 경주시,경영·행정·사무직
25446,2022-03-07,20,지적장애,중증,경북 경주시,경영·행정·사무직
25447,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25448,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25449,2022-03-07,20,지적장애,중증,경북 경주시,경영·행정·사무직
25450,2022-03-07,20,지적장애,중증,경북 경주시,경영·행정·사무직
25451,2022-03-07,21,지적장애,중증,경북 경주시,경영·행정·사무직
25452,2022-05-10,60,지체장애,경증,충남 아산시,청소 및 기타 개인서비스직
25453,2022-05-01,19,지적장애,중증,충남 서산시,경영·행정·사무직
25454,2022-05-01,19,뇌전증장애,경증,충남 서산시,예술·디자인·방송직
25455,2022-11-01,20,지적장애,중증,충남 서산시,경영·행정·사무직
25456,2022-05-01,19,지적장애,중증,충남 서산시,경영·행정·사무직
25457,2022-09-01,23,지적장애,중증,경북 포항시 남구,청소 및 기타 개인서비스직
25458,2022-05-10,66,지체장애,경증,경북 포항시 남구,청소 및 기타 개인서비스직
25459,2022-01-01,57,청각장애,경증,경북 포항시 남구,청소 및 기타 개인서비스직
25460,2022-03-01,25,지적장애,중증,경북 포항시 남구,예술·디자인·방송직
25461,2022-01-01,64,지체장애,경증,충남 보령시,경영·행정·사무직
25462,2022-04-18,65,지체장애,중증,경기 파주시,경영·행정·사무직
25463,2022-03-02,60,지체장애,경증,경기 평택시,청소 및 기타 개인서비스직
25464,2022-07-01,61,지체장애,경증,경기 수원시,경영·행정·사무직
25465,2022-07-04,62,지체장애,경증,경기 성남시 분당구,경영·행정·사무직
25466,2022-01-03,61,지체장애,경증,경기 성남시 분당구,경영·행정·사무직
25467,2022-03-02,55,청각장애,경증,경기 안양시,청소 및 기타 개인서비스직
25468,2022-05-09,55,지적장애,중증,경기 용인시 수지구,청소 및 기타 개인서비스직
25469,2022-02-03,28,자폐성장애,중증,경북 김천시,청소 및 기타 개인서비스직
25470,2022-02-07,60,지체장애,경증,경기 파주시,경영·행정·사무직
25471,2022-02-28,51,시각장애,경증,경기 안양시 만안구,청소 및 기타 개인서비스직
25472,2022-07-19,41,국가유공,중증,경기 안양시,경영·행정·사무직
25473,2022-03-03,54,지체장애,경증,경기 성남시 중원구,청소 및 기타 개인서비스직
25474,2022-01-01,22,지체장애,경증,경기 수원시,경영·행정·사무직
25475,2022-10-04,59,지체장애,중증,강원 원주시,건설·채굴직
25476,2022-03-01,54,지체장애,경증,경기 수원시,경영·행정·사무직
25477,2022-01-02,64,지체장애,경증,경기 안양시,제조 단순직
25478,2022-11-01,24,지적장애,중증,경기 하남시,경영·행정·사무직
25479,2022-11-01,54,시각장애,경증,경기 남양주시,경영·행정·사무직
25480,2022-04-11,66,지체장애,경증,경기 광주시,청소 및 기타 개인서비스직
25481,2022-09-01,64,청각장애,경증,경기 수원시 영통구,교육직
25482,2022-07-25,36,시각장애,중증,강원 평창군,경영·행정·사무직
25483,2022-04-01,56,지체장애,중증,강원 평창군,농림어업직
25484,2022-02-14,56,지체장애,경증,강원 강릉시,경영·행정·사무직
25485,2022-03-01,64,신장장애,중증,경기 고양시,경영·행정·사무직
25486,2022-09-06,62,지체장애,중증,경기 화성시,청소 및 기타 개인서비스직
25487,2022-08-19,70,청각장애,경증,경기 화성시,경영·행정·사무직
25488,2022-04-01,56,지체장애,경증,경기 의정부시,청소 및 기타 개인서비스직
25489,2022-01-01,53,청각장애,경증,경기 의정부시,경영·행정·사무직
25490,2022-01-01,46,지체장애,경증,경기 의정부시,경영·행정·사무직
25491,2022-01-01,62,뇌병변장애,중증,경기 의정부시,경영·행정·사무직
25492,2022-01-01,69,청각장애,중증,경기 의정부시,경영·행정·사무직
25493,2022-01-01,36,지체장애,경증,경기 의정부시,청소 및 기타 개인서비스직
25494,2022-01-01,61,지체장애,경증,경기 의정부시,경영·행정·사무직
25495,2022-01-01,38,뇌병변장애,중증,경기 의정부시,경영·행정·사무직
25496,2022-01-01,60,뇌병변장애,중증,경기 화성시,경영·행정·사무직
25497,2022-09-01,62,지체장애,경증,경기 양주시,제조 단순직
25498,2022-01-03,58,청각장애,경증,경기 남양주시,건설·채굴직
25499,2022-03-01,43,시각장애,경증,경기 화성시,경영·행정·사무직
25500,2022-01-17,56,시각장애,경증,경기 성남시 중원구,경영·행정·사무직
25501,2022-08-22,32,지체장애,경증,경기 안산시,경영·행정·사무직
25502,2022-03-08,34,지체장애,경증,경기 오산시,경영·행정·사무직
25503,2022-04-01,39,지체장애,중증,충북 충주시,경영·행정·사무직
25504,2022-10-11,58,지체장애,경증,충북 충주시,청소 및 기타 개인서비스직
25505,2022-09-13,18,자폐성장애,중증,충북 충주시,청소 및 기타 개인서비스직
25506,2022-09-13,18,지적장애,중증,충북 충주시,청소 및 기타 개인서비스직
25507,2022-09-13,18,지적장애,중증,충북 충주시,청소 및 기타 개인서비스직
25508,2022-09-13,20,지적장애,중증,충북 충주시,청소 및 기타 개인서비스직
25509,2022-09-13,18,지적장애,중증,충북 충주시,청소 및 기타 개인서비스직
25510,2022-04-11,18,지적장애,중증,충북 제천시,청소 및 기타 개인서비스직
25511,2022-03-01,63,지체장애,경증,강원 원주시,경호·경비직
25512,2022-03-01,62,지체장애,경증,강원 원주시,경호·경비직
25513,2022-01-03,31,뇌병변장애,경증,충북 제천시,경영·행정·사무직
25514,2022-09-13,18,지적장애,중증,충북 제천시,청소 및 기타 개인서비스직
25515,2022-09-13,19,지적장애,중증,충북 제천시,청소 및 기타 개인서비스직
25516,2022-04-11,18,지적장애,중증,충북 제천시,청소 및 기타 개인서비스직
25517,2022-04-11,19,자폐성장애,중증,충북 제천시,청소 및 기타 개인서비스직
25518,2022-04-11,18,지적장애,중증,충북 제천시,청소 및 기타 개인서비스직
25519,2022-04-11,18,지적장애,중증,충북 제천시,청소 및 기타 개인서비스직
25520,2022-09-01,19,지적장애,중증,전북 익산시,예술·디자인·방송직
25521,2022-09-01,18,뇌전증장애,중증,전북 익산시,예술·디자인·방송직
25522,2022-04-01,19,지적장애,중증,전북 익산시,경영·행정·사무직
25523,2022-04-01,18,지적장애,중증,전북 익산시,경영·행정·사무직
25524,2022-03-02,64,지체장애,경증,전북 익산시,청소 및 기타 개인서비스직
25525,2022-06-01,59,지체장애,경증,전북 익산시,청소 및 기타 개인서비스직
25526,2022-10-21,61,지체장애,경증,강원 원주시,관리직(임원·부서장)
25527,2022-05-09,57,청각장애,경증,충북 청주시 청원구,경영·행정·사무직
25528,2022-02-21,57,시각장애,경증,충북 청주시 청원구,경영·행정·사무직
25529,2022-06-13,61,지체장애,중증,전북 익산시,건설·채굴직
25530,2022-03-02,50,지적장애,중증,전북 익산시,청소 및 기타 개인서비스직
25531,2022-03-01,37,지체장애,경증,전북 익산시,경영·행정·사무직
25532,2022-03-02,54,지체장애,경증,전북 익산시,청소 및 기타 개인서비스직
25533,2022-03-01,49,지체장애,경증,전북 익산시,경영·행정·사무직
25534,2022-09-01,62,간장애,경증,강원 정선군,경호·경비직
25535,2022-01-03,37,지체장애,경증,전북 김제시,관리직(임원·부서장)
25536,2022-09-01,60,지체장애,경증,전북 군산시,경호·경비직
25537,2022-12-01,60,지체장애,경증,전북 군산시,경호·경비직
25538,2022-08-16,62,시각장애,경증,전북 군산시,건설·채굴직
25539,2022-03-02,44,시각장애,경증,전북 군산시,경영·행정·사무직
25540,2022-03-02,45,지적장애,중증,전북 김제시,청소 및 기타 개인서비스직
25541,2022-09-16,63,국가유공,경증,전북 김제시,경호·경비직
25542,2022-03-02,63,시각장애,중증,전북 군산시,청소 및 기타 개인서비스직
25543,2022-09-01,20,지적장애,중증,전북 군산시,교육직
25544,2022-09-01,20,지적장애,중증,전북 군산시,교육직
25545,2022-10-01,20,지적장애,중증,전북 군산시,청소 및 기타 개인서비스직
25546,2022-09-01,19,자폐성장애,중증,전북 군산시,청소 및 기타 개인서비스직
25547,2022-12-05,20,자폐성장애,중증,전북 군산시,청소 및 기타 개인서비스직
25548,2022-12-01,19,지적장애,중증,전북 군산시,청소 및 기타 개인서비스직
25549,2022-09-01,20,지체장애,경증,전북 군산시,청소 및 기타 개인서비스직
25550,2022-09-01,19,지적장애,중증,전북 군산시,교육직
25551,2022-09-01,19,지적장애,중증,전북 군산시,청소 및 기타 개인서비스직
25552,2022-09-01,21,지적장애,중증,전북 군산시,청소 및 기타 개인서비스직
25553,2022-09-01,20,지적장애,중증,전북 군산시,청소 및 기타 개인서비스직
25554,2022-04-11,20,지적장애,중증,전북 군산시,교육직
25555,2022-04-11,20,지적장애,중증,전북 군산시,교육직
25556,2022-04-11,20,지체장애,경증,전북 군산시,교육직
25557,2022-04-11,19,지적장애,중증,전북 군산시,교육직
25558,2022-04-11,19,자폐성장애,중증,전북 군산시,교육직
25559,2022-04-11,21,지적장애,중증,전북 군산시,교육직
25560,2022-03-01,25,청각장애,경증,전북 군산시,경영·행정·사무직
25561,2022-03-02,62,시각장애,경증,전북 군산시,청소 및 기타 개인서비스직
25562,2022-12-01,62,시각장애,경증,전북 군산시,경호·경비직
25563,2022-01-01,40,지체장애,경증,전북 군산시,경영·행정·사무직
25564,2022-03-02,54,지체장애,경증,전북 군산시,청소 및 기타 개인서비스직
25565,2022-03-01,59,지체장애,경증,전북 군산시,청소 및 기타 개인서비스직
25566,2022-09-01,45,언어장애,경증,강원 동해시,청소 및 기타 개인서비스직
25567,2022-09-13,21,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25568,2022-09-13,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25569,2022-09-13,19,자폐성장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25570,2022-09-13,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25571,2022-09-13,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25572,2022-09-13,21,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25573,2022-09-13,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25574,2022-10-28,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25575,2022-09-13,21,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25576,2022-09-13,18,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25577,2022-04-11,21,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25578,2022-04-11,20,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
25579,2022-04-11,19,지적장애,중증,충북 청주시 상당구,청소 및 기타 개인서비스직
